"id","url","name","price","price_max","price_min","original_price","discount","discount_text","deal","shopid","shop_name","shop_location","rating","rating_count","star_1_count","star_2_count","star_3_count","star_4_count","star_5_count","sold_count","sold_count_text","monthly_sold_count","liked_count","colors","sizes","image","images","variations","variations_images","category","is_adult","is_service_by_shopee","is_shopee_choice","is_on_flash_sale","is_official_shop","is_preferred_plus_seller","is_lowest_price","is_live_streaming_price","is_mart","can_use_cod","can_use_wholesale","has_lowest_price_guarantee","show_free_shipping","created_time","source_url","extracted_at"
27405700661,"https://shopee.co.th/TRAILTOP-เสื่อโยคะ-หนาพิเศษ-8/10-mm.-Yoga-mat-กันลื่น-ลดเสียงรบกวน-แผ่นรองโยคะ-NBR-มีหลายสีให้เลือก-i.1203592517.27405700661","TRAILTOP เสื่อโยคะ หนาพิเศษ 8/10 mm. Yoga mat กันลื่น ลดเสียงรบกวน แผ่นรองโยคะ NBR มีหลายสีให้เลือก","91.00",,,"178.00",49,"-49%",,1203592517,"TRAILTOP.TH","จังหวัดสมุทรปราการ",4.880567780010684,39319,125,78,665,2653,35798,,"ขายได้ 100พัน+ ชิ้น","ขายได้ 7พัน+ ชิ้น/เดือน",17272,"","","https://down-sg.img.susercontent.com/file/th-11134207-7ra0m-mcd6p7f434v0b8","https://down-sg.img.susercontent.com/file/th-11134207-7ra0m-mcd6p7f434v0b8
https://down-sg.img.susercontent.com/file/th-11134207-7ras9-m686okylqf1yba
https://down-sg.img.susercontent.com/file/th-11134207-7ras8-m6yv3q2wil130c
https://down-sg.img.susercontent.com/file/th-11134207-7rasd-m320d4z663tua4
https://down-sg.img.susercontent.com/file/th-11134207-7rasd-m320d0uq7c2q2d
https://down-sg.img.susercontent.com/file/th-11134207-7rasd-m320d3o034rm75
https://down-sg.img.susercontent.com/file/th-11134207-7ra0i-mcd6pf22wqtb6e
https://down-sg.img.susercontent.com/file/th-11134207-7rasc-m320d0tmad4284
https://down-sg.img.susercontent.com/file/th-11134207-7rasg-m6yv4a4v62uv83","VARIANT: Blue 8mm, Pink 8mm, Black 8mm, Grey 8mm, Blue 8mm+Bag, Pink 8mm+Bag, Black 8mm+Bag🔥, Grey 8mm+Bag🔥🔥, Blue 10mm, Pink 10mm, Black 10mm, Grey 10mm, Blue 10mm+Bag, Pink 10mm+Bag, Black 10mm+Bag🔥, Grey 10mm+Bag🔥","https://down-sg.img.susercontent.com/file/th-11134207-7rasa-m1w5s1ykq3qh6d
https://down-sg.img.susercontent.com/file/th-11134207-7rasi-m19nmvu9q94j39
https://down-sg.img.susercontent.com/file/th-11134207-7rash-m19nmzt5x57zb0
https://down-sg.img.susercontent.com/file/th-11134207-7rasj-m19nn336vfeb06
https://down-sg.img.susercontent.com/file/th-11134207-7rasb-m1w5sbwi6bftb9
https://down-sg.img.susercontent.com/file/th-11134207-7ras9-m19nna092rozbc
https://down-sg.img.susercontent.com/file/th-11134207-7rash-m19nnetdyldbda
https://down-sg.img.susercontent.com/file/th-11134207-7ras8-m2hk7ar0k4wx7b
https://down-sg.img.susercontent.com/file/th-11134207-7rasd-m19nnpd8iqb7be
https://down-sg.img.susercontent.com/file/th-11134207-7rasc-m19nnuh71j1r32
https://down-sg.img.susercontent.com/file/th-11134207-7rash-m19no2yomhf300
https://down-sg.img.susercontent.com/file/th-11134207-7rasm-m19no6p95k1fcd
https://down-sg.img.susercontent.com/file/th-11134207-7rasm-m19noc8r1m7jf7
https://down-sg.img.susercontent.com/file/th-11134207-7rase-m19npygfutv7ea
https://down-sg.img.susercontent.com/file/th-11134207-7rasj-m19notoxicof01
https://down-sg.img.susercontent.com/file/th-11134207-7rasc-m19noy64yg1fdb",100637,false,,,,,,,,,,,,,"2024-07-19T04:16:53.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
2903867334,"https://shopee.co.th/101-ไฟฉายคาดหัว-Q5+COB-Outdoor-USB-Rechargeable-พร้อมแม่เหล็ก-i.22048095.2903867334","101 ไฟฉายคาดหัว Q5+COB  Outdoor USB Rechargeable พร้อมแม่เหล็ก","32.00",,,"75.00",57,"-57%",,22048095,"y_shopping","จังหวัดกรุงเทพมหานคร",4.85792646768136,20349,67,69,354,1700,18159,,"ขายได้ 100พัน+ ชิ้น","ขายได้ 623 ชิ้น/เดือน",4761,"","","https://down-sg.img.susercontent.com/file/7feb377ec9b79b41ce7cdaabc97df7d3","https://down-sg.img.susercontent.com/file/7feb377ec9b79b41ce7cdaabc97df7d3
https://down-sg.img.susercontent.com/file/67c4cc9326eb6fae5fa071a253f82b6e
https://down-sg.img.susercontent.com/file/a24e9f25bfed7975159ec891213e3a2d
https://down-sg.img.susercontent.com/file/9ac1d45feabf65b222b9c13e4cc8f231
https://down-sg.img.susercontent.com/file/f3a39e88f61bc9c5638a859967d74f52
https://down-sg.img.susercontent.com/file/a2c631e8d6aae8501ff7e270a546dedf
https://down-sg.img.susercontent.com/file/0e379fb8c089fb6e5a7f30f24bd6cd34","ไฟฉายคาดหัว: 101 ไฟฉายคาดหัว, 103 ไฟฉายคาดหัว, L-105 ไฟฉายคาดหัว, L3030 5LED, SH-T11  11LED, L-212 2IN1, 510คาดหัวCOB, HX-817S 5LED, MH-818 LASER LED, YD-959 LASER LED","https://down-sg.img.susercontent.com/file/f3a39e88f61bc9c5638a859967d74f52
https://down-sg.img.susercontent.com/file/4bd368a447b4385f43953e3c0fc687ef
https://down-sg.img.susercontent.com/file/f3a6b6fa9fffe17ad5929cecb0f39d06
https://down-sg.img.susercontent.com/file/ed4880a7778c9e89ad1b0d9e7844ebe4
https://down-sg.img.susercontent.com/file/506cb054cf32aea7b1b042a2c3d44bfa
https://down-sg.img.susercontent.com/file/sg-11134201-22120-w7k57bhrmblv08
https://down-sg.img.susercontent.com/file/th-11134207-7qul5-lh6j6gxubxuw1c
https://down-sg.img.susercontent.com/file/th-11134207-7qul9-lkba6e57cosb2f
https://down-sg.img.susercontent.com/file/th-11134207-7r990-lzm5w50qtz8p5a
https://down-sg.img.susercontent.com/file/th-11134207-81ztk-mfwtdfvj8h71e1",100637,false,,,,,,,,,,,,,"2019-09-27T18:07:55.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
27204969990,"https://shopee.co.th/กระเป๋าเก็บรองเท้าแบบหนา-(ป้องกันฝุ่น/แดด-ระบายอากาศดี)---ห้อยแขวนได้-มีสายรูดปิดปากถุง-G2700-i.1296904589.27204969990","กระเป๋าเก็บรองเท้าแบบหนา (ป้องกันฝุ่น/แดด ระบายอากาศดี) - ห้อยแขวนได้ มีสายรูดปิดปากถุง G2700","1.00",,,"7.00",86,"-86%",,1296904589,"YL-Top","จังหวัดกรุงเทพมหานคร",4.811238406983088,1838,14,11,33,191,1589,,"ขายได้ 50พัน+ ชิ้น","ขายได้ 10พัน+ ชิ้น/เดือน",224,"","","https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mcu2hacfibid6e","https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mcu2hacfibid6e
https://down-sg.img.susercontent.com/file/th-11134207-7ra0u-mb7ygionpcoh9a
https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mb90gg6kykvq16
https://down-sg.img.susercontent.com/file/th-11134207-7ra0r-mb7ygo3fsbcx9a
https://down-sg.img.susercontent.com/file/th-11134207-7ra0i-mb90gg6kvrsk96
https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mb90gg6kx6ba77
https://down-sg.img.susercontent.com/file/th-11134207-7ra0m-mb90gg6kvrqua0
https://down-sg.img.susercontent.com/file/th-11134207-7rasg-m9tvkre0648h3c","Color family: G2700-S, G2700-M, G2700-L","https://down-sg.img.susercontent.com/file/sg-11134201-7rdyf-m10s2udngmp5d1
https://down-sg.img.susercontent.com/file/sg-11134201-7rdwh-m10s3aac6kvl56
https://down-sg.img.susercontent.com/file/sg-11134201-7rdwh-m10s3aac6kvl56",100637,false,,,,,,,,,,,,,"2024-07-10T08:41:05.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
25982459894,"https://shopee.co.th/COD-ถุงใส่รองเท้าแบบหูรูด-ถุงเก็บรองเท้า-ถุงกันเปียกเก็บรองเท้า-ถุงรองเท้า-ถุงเก็บของอเนกประสงค์-กระเป๋าเก็บรองเท้า-i.1253886558.25982459894","COD ถุงใส่รองเท้าแบบหูรูด ถุงเก็บรองเท้า ถุงกันเปียกเก็บรองเท้า ถุงรองเท้า ถุงเก็บของอเนกประสงค์ กระเป๋าเก็บรองเท้า","4.00",,,"9.00",56,"-56%",,1253886558,"BUJOY","จังหวัดสมุทรปราการ",4.86425902864259,6440,35,29,112,421,5843,,"ขายได้ 100พัน+ ชิ้น","ขายได้ 10พัน+ ชิ้น/เดือน",1884,"","","https://down-sg.img.susercontent.com/file/th-11134207-7ra0n-mcildz2moiuece","https://down-sg.img.susercontent.com/file/th-11134207-7ra0n-mcildz2moiuece
https://down-sg.img.susercontent.com/file/th-11134207-7rasa-m9fkp02schuocb
https://down-sg.img.susercontent.com/file/th-11134207-7r98v-lwqo22itrk5r7d
https://down-sg.img.susercontent.com/file/th-11134207-7r98r-lwqo22iszgkw1b
https://down-sg.img.susercontent.com/file/th-11134207-7r98w-lwqo22it3oa88a
https://down-sg.img.susercontent.com/file/th-11134207-7r98t-lwqo22it52uo10
https://down-sg.img.susercontent.com/file/th-11134207-7r98q-m01agofjjlbd64
https://down-sg.img.susercontent.com/file/th-11134207-7r98u-m01agofjjla95d
https://down-sg.img.susercontent.com/file/th-11134207-7r991-m01agxi49ortdf","สี: ดำ, เทา, ชมพู
ไซส์: เล็ก 27X36cm, ใหญ่ 32X44 cm","https://down-sg.img.susercontent.com/file/th-11134207-7r992-lwqo22itc3owf2
https://down-sg.img.susercontent.com/file/th-11134207-7r98s-lwqo22itdi9c39
https://down-sg.img.susercontent.com/file/th-11134207-7r98o-lwqo22itewtsdb",100637,false,,,,,,,,,,,,,"2024-06-20T05:41:05.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
24676943984,"https://shopee.co.th/กางเกงผช-กางเกงกีฬาขาสั้น-ผ้าไมโครเกรดเอ-นุ่ม-ลื่น-ใส่สบาย-ราคาส่ง-มีบริการเก็บเงินปลายทาง-i.1121912810.24676943984","กางเกงผช กางเกงกีฬาขาสั้น ผ้าไมโครเกรดเอ นุ่ม ลื่น ใส่สบาย ราคาส่ง มีบริการเก็บเงินปลายทาง","48.00",,,"159.00",70,"-70%",,1121912810,"ไอ.อาร์.เอ็น. สปอร์ต","จังหวัดสมุทรปราการ",4.768448709161526,8754,49,66,332,969,7338,,"ขายได้ 40พัน+ ชิ้น","ขายได้ 1พัน+ ชิ้น/เดือน",1854,"","","https://down-sg.img.susercontent.com/file/sg-11134201-7rd75-lulp9hilz1pl0f","https://down-sg.img.susercontent.com/file/sg-11134201-7rd75-lulp9hilz1pl0f
https://down-sg.img.susercontent.com/file/sg-11134201-7rd51-lulp9hyfbwjuba
https://down-sg.img.susercontent.com/file/sg-11134201-7rd3n-lulp9ieiocquf1
https://down-sg.img.susercontent.com/file/sg-11134201-7rd4l-lulp9iuw0eio22
https://down-sg.img.susercontent.com/file/sg-11134201-7rd6m-lulp9j91fp2k1e
https://down-sg.img.susercontent.com/file/sg-11134201-7rd4u-lulp9jtklnpvcb
https://down-sg.img.susercontent.com/file/sg-11134201-7rd5l-lulp9kt35o6ldd
https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mb4h144qnb80d6
https://down-sg.img.susercontent.com/file/th-11134207-7ra0j-mb4h144qopsg15","สี: Adidasแดง, Adidasเหลือง, Adidasน้ำเงิน, Adidasขาว
ไซส์: Int:2XL, Int:3XL, Int:XL, Int:L, Int:M, Int:S, Int:4XL","https://down-sg.img.susercontent.com/file/sg-11134201-7rd5d-lulp9k9ny3gx85
https://down-sg.img.susercontent.com/file/sg-11134201-7rd4g-lulp9l9qhbegb6
https://down-sg.img.susercontent.com/file/sg-11134201-7rd5l-lulp9kt35o6ldd
https://down-sg.img.susercontent.com/file/sg-11134201-7rd4u-lulp9jtklnpvcb",100637,false,,,,,,,,,,,,,"2024-04-27T05:42:26.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
7758610750,"https://shopee.co.th/ที่ดักปลา-ดักกุ้ง-ที่ดักกุ้ง-4-6-8-10ช่อง-มุ้งดักปลา-มุ้งดักกุ้ง-ที่ดักกุ้งฝอย-ตาข่ายดักปลา-(แถมอาหาร1ถุงต่อ1ออเดอร์)-i.323993232.7758610750","ที่ดักปลา ดักกุ้ง ที่ดักกุ้ง 4 6 8 10ช่อง มุ้งดักปลา มุ้งดักกุ้ง ที่ดักกุ้งฝอย ตาข่ายดักปลา (แถมอาหาร1ถุงต่อ1ออเดอร์)","15.00",,,"60.00",75,"-75%",,323993232,"Helloshop888","จังหวัดกรุงเทพมหานคร",4.700533718796909,36066,367,317,1711,4995,28676,,"ขายได้ 500พัน+ ชิ้น","ขายได้ 1พัน+ ชิ้น/เดือน",7071,"","4ช่อง.แถมอาหารปลา, 6ช่อง.แถมอาหารปลา, 8ช่อง.แถมอาหารปลา, 10ช่อง.แถมอาหารปลา, 0133-เก้าอี้ตกปลา, 0132-เก้าอี้ตกปลา, อาหารปลา","https://down-sg.img.susercontent.com/file/th-11134207-7ras8-maa064b6ahzn3e","https://down-sg.img.susercontent.com/file/th-11134207-7ras8-maa064b6ahzn3e
https://down-sg.img.susercontent.com/file/th-11134207-7rasl-ma9nj42asrgf5b
https://down-sg.img.susercontent.com/file/th-11134207-7rasj-ma9niel03473d0
https://down-sg.img.susercontent.com/file/th-11134207-7rask-ma9niay1g61f2e
https://down-sg.img.susercontent.com/file/th-11134207-7rasd-ma9p0hjaydsa27
https://down-sg.img.susercontent.com/file/th-11134207-7ras8-ma9p0no5z6sqf5
https://down-sg.img.susercontent.com/file/th-11134207-7ras9-ma9p0pvir296fe
https://down-sg.img.susercontent.com/file/th-11134207-7rasg-ma9njg711nrned
https://down-sg.img.susercontent.com/file/th-11134207-7rasi-ma9njqwpd9tr1d","Size: 4ช่อง.แถมอาหารปลา, 6ช่อง.แถมอาหารปลา, 8ช่อง.แถมอาหารปลา, 10ช่อง.แถมอาหารปลา, 0133-เก้าอี้ตกปลา, 0132-เก้าอี้ตกปลา, อาหารปลา","https://down-sg.img.susercontent.com/file/th-11134207-7r98u-lu8mxdglojyp02
https://down-sg.img.susercontent.com/file/th-11134207-7rash-m1e1mp18in5bfb
https://down-sg.img.susercontent.com/file/th-11134207-7r98s-lu8mxdglrd3lca
https://down-sg.img.susercontent.com/file/th-11134207-7ras9-m1e1muxhw0xbd1
https://down-sg.img.susercontent.com/file/a59409730243d9313e66282daf17778f
https://down-sg.img.susercontent.com/file/05cd14c18644063120dbc1df5b06aae8
https://down-sg.img.susercontent.com/file/th-11134207-7ra0h-mcudw01ifim8ef",100637,false,,,,,,,,,,,,,"2020-10-22T10:27:21.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
24101676735,"https://shopee.co.th/SS5-ชุดมีดคู่-ใบสองด้าน-แบบพกพา-สําหรับตั้งแคมป์กลางแจ้ง-เหมาะสำหรับห้องครัว-โรงแรม-i.171709679.24101676735","SS5 ชุดมีดคู่ ใบสองด้าน  แบบพกพา สําหรับตั้งแคมป์กลางแจ้ง เหมาะสำหรับห้องครัว โรงแรม","24.00",,,"139.00",83,"-83%",,171709679,"toolforyou","จังหวัดสมุทรสาคร",4.618747929778072,9057,193,189,551,1012,7112,,"ขายได้ 30พัน+ ชิ้น","ขายได้ 319 ชิ้น/เดือน",7302,"","","https://down-sg.img.susercontent.com/file/th-11134207-7rasf-macrlvoomyz49b","https://down-sg.img.susercontent.com/file/th-11134207-7rasf-macrlvoomyz49b
https://down-sg.img.susercontent.com/file/th-11134207-7r98y-loew282cpja7ec
https://down-sg.img.susercontent.com/file/th-11134207-7r98z-loew282dsv6n18
https://down-sg.img.susercontent.com/file/th-11134207-7r98w-loew282ciifzb8
https://down-sg.img.susercontent.com/file/th-11134207-7r990-loew282ceaw457
https://down-sg.img.susercontent.com/file/th-11134207-7r98z-loew282ddexr41","null: ","",100637,false,,,,,,,,,,,,,"2023-11-23T03:07:36.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
9741510318,"https://shopee.co.th/🔥ที่ดักกุ้ง-ดักปลา-4-6-8-10ช่อง-มุ้งกุ้งฝอย-ที่ฝอย-อุปกรณ์ตก-ตาข่ายปลา-กระชัง-มุ้งป-อาหารปลา-i.240498153.9741510318","🔥ที่ดักกุ้ง ดักปลา 4 6 8 10ช่อง มุ้งกุ้งฝอย ที่ฝอย อุปกรณ์ตก ตาข่ายปลา  กระชัง มุ้งป อาหารปลา","10.00",,,"169.00",94,"-94%",,240498153,"surpriselab","จังหวัดสมุทรปราการ",4.721181609535797,13512,124,136,573,1719,10960,,"ขายได้ 200พัน+ ชิ้น","ขายได้ 174 ชิ้น/เดือน",2786,"","","https://down-sg.img.susercontent.com/file/th-11134207-7ra0h-mcub9hjhkuaua3","https://down-sg.img.susercontent.com/file/th-11134207-7ra0h-mcub9hjhkuaua3
https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mcuazi83ifs655
https://down-sg.img.susercontent.com/file/th-11134207-7ra0s-mcuazi83fmnaf5
https://down-sg.img.susercontent.com/file/th-11134207-7ra0q-mcuazi83e7swaa
https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mcuazi83h0xs71
https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mcuazi83ifi8b5
https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mcuazi83h17q1a
https://down-sg.img.susercontent.com/file/th-11134207-7ra0h-mcuazi83e82u0f
https://down-sg.img.susercontent.com/file/th-11134207-7ra0p-mcuazi83fmdc42","colour: 4 ช่อง, 6 ช่อง, 8 ช่อง, 10 ช่อง, อาหารปลา","https://down-sg.img.susercontent.com/file/th-11134207-7ra0o-mdjze8yoo2gu19
https://down-sg.img.susercontent.com/file/th-11134207-81ztg-mgel8s6abg221e
https://down-sg.img.susercontent.com/file/42f755d047a678aece6661f3b58d74f4
https://down-sg.img.susercontent.com/file/35bb11cafd370e1257599a5be252078b
https://down-sg.img.susercontent.com/file/6ae3c8fd769dbba4a03e47d3b1745a0b",100637,false,,,,,,,,,,,,,"2021-04-13T11:59:02.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
28482108401,"https://shopee.co.th/รอกเชือก-1/8-นิ้ว-150lb-ล้อเลื่อนโลหะ-ล็อกหนัก-เชือกยก-เชือกเส้นเล็ก-สําหรับเต็นท์-ห้อง-พัดลม-ปลูกพืช-ตั้งแคมป์-เดินป่า-i.891468627.28482108401","รอกเชือก 1/8 นิ้ว  150lb ล้อเลื่อนโลหะ ล็อกหนัก เชือกยก เชือกเส้นเล็ก สําหรับเต็นท์ ห้อง พัดลม ปลูกพืช ตั้งแคมป์ เดินป่า","17.00",,,"35.00",51,"-51%",,891468627,"FITFLOW.TH","จังหวัดสมุทรปราการ",4.897627118644068,2950,6,2,35,202,2705,,"ขายได้ 30พัน+ ชิ้น","ขายได้ 1พัน+ ชิ้น/เดือน",570,"","","https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mc7bdagzjhar8a","https://down-sg.img.susercontent.com/file/th-11134207-7ra0g-mc7bdagzjhar8a
https://down-sg.img.susercontent.com/file/th-11134207-7ra0u-mc7bebh3e3pvd4
https://down-sg.img.susercontent.com/file/sg-11134201-7ren9-m87a2fj0pvo13b
https://down-sg.img.susercontent.com/file/sg-11134201-7reph-m87a2foagrz6c0
https://down-sg.img.susercontent.com/file/sg-11134201-7repx-m87a2fue7uead7
https://down-sg.img.susercontent.com/file/sg-11134201-7reov-m87a2e16v7b474
https://down-sg.img.susercontent.com/file/sg-11134201-7reok-m87a2ej84unq8f
https://down-sg.img.susercontent.com/file/sg-11134201-7reqa-m87a2eq5up86a0
https://down-sg.img.susercontent.com/file/sg-11134201-7rep3-m87a2f4v96kxaa","color_family: สีดํา (2 ม.), สีดํา (4 ม.), สีเบจ (4 ม.), สีส้ม (4 ม.), สีดํา-L, สีดํา -S, ขาว-L, สีขาว-S","https://down-sg.img.susercontent.com/file/sg-11134201-7renz-m87a2fzo0429c2
https://down-sg.img.susercontent.com/file/sg-11134201-7reph-m87a2foagrz6c0
https://down-sg.img.susercontent.com/file/sg-11134201-7ren9-m87a2fj0pvo13b
https://down-sg.img.susercontent.com/file/sg-11134201-7repx-m87a2fue7uead7
https://down-sg.img.susercontent.com/file/th-11134207-81zth-meib89bgd3pi9b
https://down-sg.img.susercontent.com/file/th-11134207-81zti-meib8abh0w79b8
https://down-sg.img.susercontent.com/file/th-11134207-81ztq-meib8lmlbs3l3f
https://down-sg.img.susercontent.com/file/th-11134207-81ztg-meib8okhcmww93",100637,false,,,,,,,,,,,,,"2025-04-05T06:01:12.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
25820537123,"https://shopee.co.th/ปลอกแขนกันแดด-หลายสี-แขนเสื้อ-ผ้าละเอียด-กันแดด-UV-ใส่ได้ทั้งชายและหญิง-i.1201351732.25820537123","ปลอกแขนกันแดด หลายสี แขนเสื้อ ผ้าละเอียด กันแดด UV ใส่ได้ทั้งชายและหญิง","6.00",,,"12.00",50,"-50%",,1201351732,"Meet store","จังหวัดกรุงเทพมหานคร",4.482861105607292,5047,183,147,409,619,3689,,"ขายได้ 100พัน+ ชิ้น","ขายได้ 350 ชิ้น/เดือน",2266,"สีขาว, สีน้ำเงิน, สีดำ, ชมพู, สี, เทา","","https://down-sg.img.susercontent.com/file/sg-11134201-7rcee-lt7ubixe5vks00","https://down-sg.img.susercontent.com/file/sg-11134201-7rcee-lt7ubixe5vks00
https://down-sg.img.susercontent.com/file/sg-11134201-7rcca-lt7u6l22gd4xda
https://down-sg.img.susercontent.com/file/sg-11134201-7rcdm-lt7u6lc21rekc4
https://down-sg.img.susercontent.com/file/sg-11134201-7rcde-lt7u6lghv92b58
https://down-sg.img.susercontent.com/file/sg-11134201-7rce1-lt7u6lnfl3t8bc
https://down-sg.img.susercontent.com/file/sg-11134201-7rce5-lt7u6lw18ix8e2
https://down-sg.img.susercontent.com/file/sg-11134201-7rcbs-lt7u6m38xyz406
https://down-sg.img.susercontent.com/file/sg-11134201-7rcd7-lt7u6ma6ntgxe4
https://down-sg.img.susercontent.com/file/sg-11134201-7rcet-lt7u6memhbl72c","Color: สีขาว, สีน้ำเงิน, สีดำ, ชมพู, สี, เทา","https://down-sg.img.susercontent.com/file/sg-11134201-7rcep-lt7u6misb7u0d8
https://down-sg.img.susercontent.com/file/sg-11134201-7rccx-lt7u6mn84qgb49
https://down-sg.img.susercontent.com/file/sg-11134201-7rcf7-lt7u6mrny80gbe
https://down-sg.img.susercontent.com/file/sg-11134201-7rccb-lt7u6mylo2sf0e
https://down-sg.img.susercontent.com/file/sg-11134201-7rce8-lt7u6n63d47gaa
https://down-sg.img.susercontent.com/file/sg-11134201-7rcf0-lt7u6naj6mm44d",100637,false,,,,,,,,,,,,,"2024-03-23T07:14:54.000Z","https://shopee.co.th/%E0%B8%81%E0%B8%B5%E0%B8%AC%E0%B8%B2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-cat.11044962","2026-02-20T02:12:57.616Z"
